Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6ce0bda7-716f-c904-cdc8-39076db16016,1950-10-13,,999-79-9048,S99941232,X9064058X,Mr.,Donnell534,Cole117,Dicki44,,,W,white,nonhispanic,M,Medford  Massachusetts  US,415 Stokes Gateway,Lowell,Massachusetts,Middlesex County,25017,01854,42.62079443877673,-71.35676681927461,39853.17,578878.22,10088
5d7e8aa5-a0bc-6987-afc4-7f86ec0637e5,1970-12-20,2021-03-09,999-21-3642,S99938761,X62177389X,Mr.,Mitchell808,Alfred550,Jacobson885,,,M,white,nonhispanic,M,Washington  Massachusetts  US,335 Muller Green,Everett,Massachusetts,Middlesex County,25017,02149,42.45043381483076,-71.09519302887966,105708.01,370887.43,32772
26d13c80-1a8b-805a-8a61-3146044284e8,1950-09-30,1991-08-26,999-90-7416,S99985605,X4521945X,Mr.,Vance413,Modesto621,Kovacek682,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,722 Lindgren Key,Cambridge,Massachusetts,Middlesex County,25017,02141,42.36072472306939,-71.14373879128871,73371.70,0.00,57806
efa80277-5d20-303e-0774-62f1605c8577,1968-02-05,,999-94-9661,S99929102,X26295829X,Mr.,Jan231,Lynwood354,Douglas31,,,M,black,nonhispanic,M,Saugus  Massachusetts  US,586 Bechtelar Fort Suite 21,Bourne,Massachusetts,Barnstable County,25001,02532,41.762362400899505,-70.56104211772944,146245.31,93653.66,42544
efcc7a00-d8d4-b890-e126-bc51f1b88def,1964-08-11,,999-20-4143,S99979076,X23241549X,Mrs.,Delia459,Kathey482,Kirlin939,,Maggio310,M,white,nonhispanic,F,Braintree  Massachusetts  US,414 Rau Camp,Northborough,Massachusetts,Worcester County,25027,01532,42.342014962944106,-71.6872539981983,587659.86,418784.60,65247
81af686a-f699-9005-2539-0e96f43e50be,1970-12-20,,999-21-1797,S99934161,X10859117X,Mr.,Marlon619,,Bashirian201,,,D,white,nonhispanic,M,Marblehead  Massachusetts  US,868 Stracke Trafficway Unit 71,Everett,Massachusetts,Middlesex County,25017,02149,42.427780142509455,-71.08967077999233,166024.23,616102.35,32772
6830b192-656c-ee20-3ad4-cff1a5cd2eaf,1997-03-17,,999-95-8041,S99950877,X19353694X,Mr.,Daren950,Sandy901,Cassin499,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,722 Kub Terrace Suite 28,Somerville,Massachusetts,Middlesex County,25017,02140,42.40974694945625,-71.10035918146234,64282.60,711.43,132395
d7351809-bac8-3803-3637-419904804cd9,1950-09-30,,999-82-2307,S99946906,X39179171X,Mr.,Oren284,Donny470,Grimes165,,,S,asian,nonhispanic,M,Somerville  Massachusetts  US,531 Cormier Knoll Suite 92,Cambridge,Massachusetts,Middlesex County,25017,02472,42.33901595272398,-71.19062822724149,218523.07,86574.85,57806
5e62af1a-989b-6b9f-e84e-69a27c7abe30,1979-01-22,,999-32-6964,S99926581,X63593624X,Mrs.,Lauren941,,Heidenreich818,,Hills818,D,white,nonhispanic,F,West Springfield  Massachusetts  US,838 Roob Dam,Middleborough,Massachusetts,Plymouth County,,00000,41.83189556278942,-70.8822920918329,152025.45,194185.67,29298
7cb666fe-707e-749b-cdc2-d392936a511b,1984-11-13,,999-64-2678,S99950152,X36036380X,Mrs.,Ana972,,Iglesias873,,Lara964,M,white,hispanic,F,Bogota  Bogota  CO,1032 Keebler Boulevard Apt 24,North Andover,Massachusetts,Essex County,,00000,42.65342415148567,-71.11855985426448,238049.28,489235.21,40190
99ec0c0f-7b4e-9438-0179-96c4dd799f51,1985-11-17,,999-31-1603,S99971178,X16690508X,Mr.,Walker122,Dana512,Parker433,,,S,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,967 Schiller Path,Harvard,Massachusetts,Worcester County,,00000,42.49857297023118,-71.5789939320414,69843.06,3138.77,171869
0e4d1714-2e69-0a2b-25ec-89206495a111,1988-01-25,,999-92-4258,S99963361,X37614572X,Mrs.,Amparo58,Arlette667,Bode78,,Jacobs452,M,white,nonhispanic,F,Sandwich  Massachusetts  US,394 Corkery Park,Beverly,Massachusetts,Essex County,25009,01915,42.61474969743273,-70.84141254149155,160072.56,301618.38,181827
d760d405-4a51-de33-441a-11c5def506d9,1969-10-13,2020-02-18,999-15-6708,S99971131,X57022168X,Mrs.,Adelaide981,,Hodkiewicz467,,Hammes673,W,white,nonhispanic,F,Belmont  Massachusetts  US,222 Rempel Overpass,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.41097681795944,-73.24520268438623,140411.81,35645.42,66074
cbbff526-535b-685c-9ea4-b4a9e37181d1,1982-02-26,,999-31-6383,S99986215,X62057186X,Mr.,Manuel446,Samuel331,Jurado563,,,M,native,hispanic,M,Port-au-Prince  Haiti  HT,1065 Witting Gateway,Boston,Massachusetts,Suffolk County,25025,02199,42.2964327434826,-71.11844775422496,230045.03,599732.09,67410
9ee2f7e5-a951-e49d-3546-ce0ca38a3166,2001-05-01,,999-80-9450,S99949690,X73222867X,Ms.,Narcisa997,,O'Kon634,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,396 Beahan Track Suite 89,Northampton,Massachusetts,Hampshire County,25015,01063,42.356316193691036,-72.68656122587781,74733.86,17862.65,52822
c433938f-0007-0b14-1a04-3dd93fa94ff6,1982-06-08,,999-42-4181,S99990614,X78888531X,Mr.,Weston546,Ruben688,Howe413,,,S,black,nonhispanic,M,Lowell  Massachusetts  US,933 Barton Grove,Lawrence,Massachusetts,Essex County,25009,01843,42.701750017822896,-71.12189258201555,457702.38,300611.96,111046
7a19eaea-4320-0255-0680-495f371879a1,1969-10-13,2004-09-10,999-97-5556,S99926386,X81114081X,Mrs.,Renae431,Sandie760,Wolf938,,Breitenberg711,M,white,nonhispanic,F,Randolph  Massachusetts  US,504 Hilpert Passage,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.44826338145645,-73.23844222367896,619897.98,419619.35,66074
27e97e94-e11e-c532-19e8-114436a97c24,1965-09-19,,999-21-8431,S99974321,X14421864X,Ms.,Dannie881,Willia886,Lang846,,,S,white,nonhispanic,F,Ashland  Massachusetts  US,416 Lindgren Key,Waltham,Massachusetts,Middlesex County,25017,02453,42.392678109211076,-71.19722930435212,727043.17,398146.71,118634
d884fe5a-60df-cb62-7b5a-7ee442badad9,1983-12-25,,999-11-7630,S99943644,X85326084X,Mrs.,Viva686,Hang682,Larson43,,Feil794,M,white,nonhispanic,F,Boxborough  Massachusetts  US,432 Mann Avenue,Boston,Massachusetts,Suffolk County,25025,02119,42.32526233244939,-71.06815262327017,12088.35,684274.40,22162
046f8178-08e1-6ed0-3f05-b3bb9eda0f98,1969-10-13,,999-64-5164,S99965397,X46193810X,Mrs.,Leida589,Elwanda490,Walsh511,,Borer986,D,white,nonhispanic,F,North Lakeville  Massachusetts  US,552 Olson Ramp,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.42592940530599,-73.23448359205169,412827.31,6799.40,66074
abf9e474-3eb3-96b0-5669-5d8b7953a43e,2011-04-20,,999-94-3465,,,,César846,,Zarate81,,,,white,hispanic,M,Bayamon  Puerto Rico  PR,261 Kutch Common Apt 54,Middleborough,Massachusetts,Plymouth County,,00000,41.85493418551936,-70.84302350328811,19929.70,6618.31,33549
fd2c0e10-be99-5237-424b-bbfca45ea993,1996-11-14,,999-12-7452,S99913476,X80460976X,Ms.,Marlena558,Reyna401,Sporer811,,,S,asian,nonhispanic,F,Tewksbury  Massachusetts  US,151 Christiansen Extension,Boston,Massachusetts,Suffolk County,25025,02132,42.279605080138154,-71.06994272535846,169991.29,338035.72,53886
34996e1b-0e7d-909c-d675-170312e59432,2022-11-01,,999-21-3946,,,,Bryon392,,Monahan736,,,,white,nonhispanic,M,Plymouth  Massachusetts  US,855 Bosco Loaf Unit 8,Peabody,Massachusetts,Essex County,25009,01940,42.49455018539388,-70.94279962558848,4275.75,4347.80,128045
bdef3c68-4163-7d0d-cb2d-d1796f6f2954,2017-05-17,,999-26-7833,,,,Chana895,,Nienow652,,,,white,nonhispanic,F,Revere  Massachusetts  US,1000 Willms Terrace Suite 89,Sandwich,Massachusetts,Barnstable County,25001,02563,41.744042300292506,-70.50275815904354,7076.41,1618.60,153106
d09d1151-60ba-ffa5-74fb-1fb5d49cd080,1955-01-26,,999-26-9441,S99980346,X72248670X,Mr.,Clement78,Alberto639,Greenholt190,,,W,white,nonhispanic,M,Boston  Massachusetts  US,425 Walter Walk Unit 75,Quincy,Massachusetts,Norfolk County,25021,02171,42.28091475738445,-71.0358991915008,177903.67,264373.46,91405
1613f3b5-0f41-9366-60f0-8039dc77e3b4,1957-01-19,2021-05-07,999-82-9783,S99982153,X10742283X,Mr.,Domingo513,Pablo44,Becker968,,,M,white,nonhispanic,M,Andover  Massachusetts  US,858 Haag Camp,Somerville,Massachusetts,Middlesex County,25017,02155,42.41526673409128,-71.12999194134125,145117.09,188249.92,43812
fac3c9c3-3301-fcd1-edb2-3bce8011d2f3,1965-07-24,,999-35-8048,S99924011,X71977729X,Mrs.,Spring819,Hildegarde627,Mitchell808,,Breitenberg711,M,white,nonhispanic,F,Reading  Massachusetts  US,687 Collins Lock Unit 38,Worcester,Massachusetts,Worcester County,25027,01610,42.30413379870512,-71.776253309546,1031070.04,170133.98,55445
c850db81-6d7e-0e35-ccc9-05683e552133,1976-02-17,,999-54-6769,S99914898,X36895640X,Mr.,Scottie437,,Walker122,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,904 Yundt Ferry,Grafton,Massachusetts,Worcester County,,00000,42.25210533247216,-71.69876628193268,12279.18,717183.50,15688
a4db844d-a42d-28a8-69bc-17ae85b0cd45,1957-01-19,2008-01-22,999-36-3899,S99978224,X70490119X,Mr.,Derek111,,Muller251,,,M,white,nonhispanic,M,Leominster  Massachusetts  US,271 Berge Station,Somerville,Massachusetts,Middlesex County,25017,02145,42.37176445774653,-71.05645949558784,210417.61,24150.04,43812
fe0263e6-aedf-3e93-63be-a2cf7b409613,1953-09-26,,999-11-5258,S99924075,X81816867X,Mr.,Howard613,,Bednar518,,,W,white,nonhispanic,M,Lexington  Massachusetts  US,649 Sporer Ferry,Boston,Massachusetts,Suffolk County,25025,02135,42.3816462463848,-71.08747990535878,193293.05,75907.37,167409
68821d0f-ca20-6ece-8eae-8be538689159,1981-04-13,,999-95-5259,S99998998,X65449674X,Mrs.,Shavonne800,Ivette731,Pouros728,,Windler79,D,black,nonhispanic,F,Southwick  Massachusetts  US,625 Luettgen Highlands Unit 98,Boston,Massachusetts,Suffolk County,25025,02163,42.370939773357804,-71.13250601411313,217353.09,457451.83,185759
0846cd26-e18b-c7c9-3212-2e8fd621b462,1957-01-19,,999-17-7313,S99993847,X30692321X,Mr.,Claud279,Leroy603,West559,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,1069 Steuber Well Unit 74,Somerville,Massachusetts,Middlesex County,25017,02143,42.432167230418024,-71.05593589705268,208052.67,82044.15,43812
ecfbbf1e-f041-19ff-2011-de6854b9487e,1974-06-30,,999-25-5867,S99919037,X406543X,Mr.,Cordell41,Keith571,Tromp100,,,S,white,nonhispanic,M,Hanover  Massachusetts  US,397 Schuppe Mall,Barnstable,Massachusetts,Barnstable County,25001,02637,41.627526038241164,-70.4377135281633,119115.80,3337.02,104821
dfe139ac-8b16-7f76-3f14-96414d4e3cdd,1992-02-22,,999-64-9979,S99914515,X11644698X,Mrs.,Versie644,Mana631,Okuneva707,,Schoen8,M,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,388 Waelchi Fork Suite 40,Weymouth,Massachusetts,Norfolk County,25021,02190,42.17431723369352,-70.9717726068628,679057.78,201092.22,54971
7ddac323-ee28-727c-8be3-98ee916a743c,1948-12-01,2006-07-06,999-36-3356,S99985969,X84598007X,Mr.,Franklyn361,,Douglas31,,,M,white,nonhispanic,M,Franklin  Massachusetts  US,1026 Keebler Wall Unit 3,Yarmouth Port,Massachusetts,Barnstable County,25001,02675,41.73911074399159,-70.24373637865664,231058.49,666679.46,32397
005e9f1b-9aa9-10b0-e78b-67d2ab1e0ad9,1948-12-01,,999-39-7740,S99999433,X37261349X,Mr.,Mary779,Dorsey40,Hintz995,,,M,white,nonhispanic,M,Westford  Massachusetts  US,645 Zemlak Ramp Suite 61,Yarmouth Port,Massachusetts,Barnstable County,25001,02675,41.698054380599935,-70.23607812501764,107075.94,730727.18,32397
